tempo,potencia
580,1.6927787255551e-12
581,1.6857457641197e-12
582,1.6802017240018e-12
583,1.6733060028271e-12
584,1.6652305548532e-12
585,1.6570487042094e-12
586,1.6510553804859e-12
587,1.6412967143089e-12
588,1.6358547147613e-12
589,1.6297271824388e-12
590,1.6201293662364e-12
591,1.615129178147e-12
592,1.6049224076987e-12
593,1.59693807805e-12
594,1.5870880119171e-12
595,1.5778954555998e-12
596,1.5682597256841e-12
597,1.5624249842266e-12
598,1.5583152838854e-12
599,1.5494489913679e-12
600,1.5414006001167e-12
601,1.5362160606767e-12
602,1.5306161962157e-12
603,1.5217264910449e-12
604,1.5176996871522e-12
605,1.5130576120773e-12
606,1.5039338812123e-12
607,1.4962803282725e-12
608,1.4902524798949e-12
609,1.484432903001e-12
610,1.4795232104995e-12
611,1.4763414215571e-12
612,1.4684815850275e-12
613,1.4638693381306e-12
614,1.4585089673544e-12
615,1.4493893625711e-12
616,1.4436253733279e-12
617,1.4394318344697e-12
618,1.4305655100696e-12
619,1.4235531519708e-12
620,1.4166438493012e-12
621,1.4133285629264e-12
622,1.4089292972531e-12
623,1.4007607098222e-12
624,1.3970967597847e-12
625,1.3899035381103e-12
626,1.3857920189896e-12
627,1.3791990632267e-12
628,1.3744530085943e-12
629,1.3710695360539e-12
630,1.3631550974165e-12
631,1.3584489867907e-12
632,1.3521563924026e-12
633,1.3479177018758e-12
634,1.341385117674e-12
635,1.3366479939117e-12
636,1.3333428556674e-12
637,1.3252477440137e-12
638,1.3169019239569e-12
639,1.3112710438527e-12
640,1.3077967470616e-12
641,1.2994754280772e-12
642,1.2941755366778e-12
643,1.2877292979682e-12
644,1.2820234595065e-12
645,1.2794751246475e-12
646,1.2749181345785e-12
647,1.2685386197716e-12
648,1.2655279350791e-12
649,1.2626084631235e-12
650,1.2573561518524e-12
651,1.2508214761192e-12
652,1.2448861871016e-12
653,1.240563953609e-12
654,1.2335222792366e-12
655,1.2295727572825e-12
656,1.223311945245e-12
657,1.2207284680023e-12
658,1.2177112830053e-12
659,1.212912542887e-12
660,1.2082723140644e-12
661,1.2015681770689e-12
662,1.1949175664728e-12
663,1.1890054544641e-12
664,1.1828453813668e-12
665,1.1798497577811e-12
666,1.1752899068985e-12
667,1.172514307725e-12
668,1.1684621710265e-12
669,1.1641545845793e-12
670,1.1583387500453e-12
671,1.1540595180425e-12
672,1.1471392934658e-12
673,1.1439870869766e-12
674,1.1369704850368e-12
675,1.1314579991635e-12
676,1.1250235614261e-12
677,1.1194532631864e-12
678,1.1148043883968e-12
679,1.1102636207629e-12
680,1.1071338347564e-12
681,1.1030261692579e-12
682,1.0991667678944e-12
683,1.0930291596981e-12
684,1.0874749885049e-12
685,1.0826608056374e-12
686,1.0795612666661e-12
687,1.0731110735648e-12
688,1.0685846712623e-12
689,1.0664220212826e-12
690,1.0622811078582e-12
691,1.0569933516467e-12
692,1.0533695911088e-12
693,1.0486544964021e-12
694,1.0464097037279e-12
695,1.0407938258258e-12
696,1.0356256497207e-12
697,1.0311293536567e-12
698,1.0272167304107e-12
699,1.0217159363798e-12
700,1.0193094316861e-12
701,1.0146079113045e-12
702,1.010981488386e-12
703,1.0049196767866e-12
704,9.9916118505867e-13
705,9.9470987119051e-13
706,9.9064854196887e-13
707,9.85913490483e-13
708,9.8302158295481e-13
709,9.7944359387235e-13
710,9.7688553986823e-13
711,9.7434751696971e-13
712,9.712340530628e-13
713,9.6557759199749e-13
714,9.6134786396079e-13
715,9.5863983125413e-13
716,9.5349125305106e-13
717,9.4897766253826e-13
718,9.4388534503399e-13
719,9.4165107382349e-13
720,9.3856067120541e-13
721,9.3389532890232e-13
722,9.3128077886411e-13
723,9.2857025986103e-13
724,9.2643205576425e-13
725,9.230882862271e-13
726,9.2050118199936e-13
727,9.1682764897109e-13
728,9.1443952123145e-13
729,9.1042719812137e-13
730,9.0635631389196e-13
731,9.0213070105036e-13
732,8.9769356854359e-13
733,8.9324848185465e-13
734,8.8845028168712e-13
735,8.8654364302524e-13
736,8.8321680865386e-13
737,8.8110840869984e-13
738,8.7895866411223e-13
739,8.7505794681061e-13
740,8.7079661264122e-13
741,8.6861519584053e-13
742,8.6451132728831e-13
743,8.6175907510881e-13
744,8.5856827030341e-13
745,8.5447381032638e-13
746,8.4988869668879e-13
747,8.4729826308195e-13
748,8.4571244743502e-13
749,8.4172016768225e-13
750,8.3933751234256e-13
751,8.354588628596e-13
752,8.3332533963422e-13
753,8.2932285183195e-13
754,8.2581856150515e-13
755,8.2206946267415e-13
756,8.1753214720197e-13
757,8.1337543002406e-13
758,8.0889379508467e-13
759,8.0466354984522e-13
760,8.0120827544846e-13
761,7.9652592968221e-13
762,7.9225809702444e-13
763,7.8958528658665e-13
764,7.8587036758563e-13
765,7.8408028325824e-13
766,7.8159782688781e-13
767,7.7797376920426e-13
768,7.7389630318608e-13
769,7.6961963898151e-13
770,7.6663884248326e-13
771,7.6340638603346e-13
772,7.6190308183733e-13
773,7.5978388202895e-13
774,7.5765320069441e-13
775,7.5550814718056e-13
776,7.5293938846785e-13
777,7.4925208081227e-13
778,7.4782322924205e-13
779,7.451739305039e-13
780,7.4313258426671e-13
781,7.388598697106e-13
782,7.3633311081244e-13
783,7.3203532885099e-13
784,7.3035763366751e-13
785,7.2705755623972e-13
786,7.2314368907658e-13
787,7.2072249302519e-13
788,7.1737832531302e-13
789,7.1494812994639e-13
790,7.1266972293041e-13
791,7.0971988680333e-13
792,7.05565440499e-13
793,7.040730154138e-13
794,7.004837189505e-13
795,6.97597947802e-13
796,6.9579022065628e-13
797,6.9229668540433e-13
798,6.8951850002375e-13
799,6.8637188636754e-13
800,6.8467665727518e-13
801,6.822259394297e-13
802,6.8062889280625e-13
803,6.7738183891331e-13
804,6.748973379464e-13
805,6.7276919810303e-13
806,6.7053752720092e-13
807,6.6900659158902e-13
808,6.6591850335013e-13
809,6.6421104847069e-13
810,6.6120080990673e-13
811,6.576827092133e-13
812,6.5646502442076e-13
813,6.5346723808961e-13
814,6.5140459669572e-13
815,6.485483623423e-13
816,6.4575994527886e-13
817,6.4378873763549e-13
818,6.4157520257742e-13
819,6.4002290609606e-13
820,6.3844242654445e-13
821,6.3621283438915e-13
822,6.3343384485306e-13
823,6.3064674115642e-13
824,6.2728245220751e-13
825,6.2504189908327e-13
826,6.2210327971775e-13
827,6.206758484775e-13
828,6.1728901297509e-13
829,6.1440706624997e-13
830,6.1213879794426e-13
831,6.0865680072236e-13
832,6.0607607745599e-13
833,6.0282845811465e-13
834,6.0140090919925e-13
835,5.9912322860849e-13
836,5.9661023876757e-13
837,5.936859879265e-13
838,5.906137028494e-13
839,5.8775086161318e-13
840,5.8645997691392e-13
841,5.840785764829e-13
842,5.8162528287297e-13
843,5.8021783442108e-13
844,5.7809110208259e-13
845,5.751367746629e-13
846,5.7288596760448e-13
847,5.6968613615695e-13
848,5.6743390269428e-13
849,5.6572247854672e-13
850,5.6281768371995e-13
851,5.605776035822e-13
852,5.5928927108105e-13
853,5.5665972401477e-13
854,5.5432487125718e-13
855,5.5326090321296e-13
856,5.5214009491452e-13
857,5.5056435047335e-13
858,5.4936578986784e-13
859,5.4738036549329e-13
860,5.462044747186e-13
861,5.4322486445692e-13
862,5.4191447795926e-13
863,5.3982022153585e-13
864,5.3874127326724e-13
865,5.3692320810065e-13
866,5.3394539705438e-13
867,5.3244605647106e-13
868,5.3048710731969e-13
869,5.2942376927303e-13
870,5.2731534195286e-13
871,5.257656960017e-13
872,5.2309592646543e-13
873,5.2114328520523e-13
874,5.1983742557399e-13
875,5.1886180563388e-13
876,5.1699412159052e-13
877,5.153059513413e-13
878,5.1275988986076e-13
879,5.1153258995946e-13
880,5.1006950373587e-13
881,5.0734836503168e-13
882,5.0499659775933e-13
883,5.0364262196829e-13
884,5.0207696094008e-13
885,4.9956716711542e-13
886,4.9731718363541e-13
887,4.9575942844212e-13
888,4.9326960371804e-13
889,4.9129802936269e-13
890,4.9029597025762e-13
891,4.8933671354483e-13
892,4.8754805353222e-13
893,4.8669729601414e-13
894,4.8474894950982e-13
895,4.8351766931459e-13
896,4.8193601352658e-13
897,4.8081745257631e-13
898,4.7932319497619e-13
899,4.77993456693e-13
900,4.7554124693971e-13
901,4.7456048847099e-13
902,4.7337338424531e-13
903,4.7203285240915e-13
904,4.7086539572241e-13
905,4.6868977667358e-13
906,4.6661972454755e-13
907,4.6467448790705e-13
908,4.6288335311229e-13
909,4.614004749613e-13
910,4.5905033028589e-13
911,4.5734042318937e-13
912,4.5617445027868e-13
913,4.5433535955751e-13
914,4.5245622928423e-13
915,4.5059614755342e-13
916,4.4866353857899e-13
917,4.4762595264714e-13
918,4.4568176657506e-13
919,4.4358505067243e-13
920,4.4284244093591e-13
921,4.4187597672469e-13
922,4.39986772378e-13
923,4.3779197567776e-13
924,4.3566608694177e-13
925,4.3423289130143e-13
926,4.3196966852503e-13
927,4.298007409058e-13
928,4.290060348895e-13
929,4.2791103165185e-13
930,4.258361206114e-13
931,4.2509673655419e-13
932,4.2332792469462e-13
933,4.2164957185536e-13
934,4.20203636672e-13
935,4.1894597113066e-13
936,4.1809036919865e-13
937,4.1632037277382e-13
938,4.1528873568052e-13
939,4.1361412458334e-13
940,4.1275156898676e-13
941,4.1124945183646e-13
942,4.1034320640437e-13
943,4.083103984348e-13
944,4.0629965391766e-13
945,4.0449475722536e-13
946,4.0343690819049e-13
947,4.0276306198075e-13
948,4.0079569379873e-13
949,3.9975489434192e-13
950,3.977453808287e-13
951,3.9661445301477e-13
952,3.9543131689842e-13
953,3.9429373903951e-13
954,3.9310155261353e-13
955,3.9193059137362e-13
956,3.90129072725e-13
957,3.8912603982067e-13
958,3.8802215251011e-13
959,3.8645092313978e-13
960,3.8509287402478e-13
961,3.8312176864531e-13
962,3.8195912091146e-13
963,3.8047262399707e-13
964,3.7960370654371e-13
965,3.7866343666738e-13
966,3.7694346849821e-13
967,3.7552961645149e-13
968,3.7483416919095e-13
969,3.7377727970852e-13
970,3.7242003190554e-13
971,3.7102988252712e-13
972,3.7026703594555e-13
973,3.6862437236903e-13
974,3.6757068528013e-13
975,3.6628421638349e-13
976,3.6539920794335e-13
977,3.644984183701e-13
978,3.6377068989213e-13
979,3.6290442216806e-13
980,3.6164597223717e-13
981,3.6027157691091e-13
982,3.5896989729725e-13
983,3.5721197987982e-13
984,3.5643375714689e-13
985,3.553647330479e-13
986,3.5461014271265e-13
987,3.5283053536276e-13
988,3.516539052692e-13
989,3.503746492091e-13
990,3.4903380286286e-13
991,3.4835423035112e-13
992,3.4735897334782e-13
993,3.4619001529277e-13
994,3.4528034018487e-13
995,3.446495981626e-13
996,3.4361546810592e-13
997,3.4258251735165e-13
998,3.413004526583e-13
999,3.3975091448449e-13
1000,3.3879137179994e-13
1001,3.3705606842152e-13
1002,3.3633817728646e-13
1003,3.3532233212313e-13
1004,3.3432657348354e-13
1005,3.3309211248851e-13
1006,3.3241098833407e-13
1007,3.3131432757458e-13
1008,3.2988591486742e-13
1009,3.2895637776542e-13
1010,3.279006453867e-13
1011,3.2651228983952e-13
1012,3.2589718390157e-13
1013,3.2434206774673e-13
1014,3.2269364289489e-13
1015,3.2197731569618e-13
1016,3.2079908931191e-13
1017,3.1982640561901e-13
1018,3.1931875333289e-13
1019,3.1800150109755e-13
1020,3.1669942879682e-13
1021,3.1535393753245e-13
1022,3.1414786536641e-13
1023,3.1302365526909e-13
1024,3.1217637690148e-13
1025,3.1152625535255e-13
1026,3.1053853729678e-13
1027,3.0940453050675e-13
1028,3.0879123944368e-13
1029,3.0750935974428e-13
1030,3.0620596482393e-13
1031,3.0538541949258e-13
1032,3.0389704811416e-13
1033,3.0282905438917e-13
1034,3.0220046779485e-13
1035,3.0080003711261e-13
1036,2.9978522447067e-13
1037,2.9880441925772e-13
1038,2.9813905841249e-13
1039,2.9758978914454e-13
1040,2.9636079563248e-13
1041,2.9568539201762e-13
1042,2.9430474604426e-13
1043,2.9291945186651e-13
1044,2.9223096176663e-13
1045,2.9093027860375e-13
1046,2.9015714425248e-13
1047,2.8884727883487e-13
1048,2.8803294947789e-13
1049,2.8757657051718e-13
1050,2.8662529022352e-13
1051,2.8540167134912e-13
1052,2.8480222730564e-13
1053,2.8361883685361e-13
1054,2.8260220439805e-13
1055,2.8201249814535e-13
1056,2.8103437521686e-13
1057,2.80121663991e-13
1058,2.7918560693016e-13
1059,2.7781516214087e-13
1060,2.7658216465581e-13
1061,2.7521151335375e-13
1062,2.7470073121321e-13
1063,2.7400373950932e-13
1064,2.7305131979885e-13
1065,2.7184009279287e-13
1066,2.7079573658388e-13
1067,2.6957041572692e-13
1068,2.6839723288639e-13
1069,2.6741465150121e-13
1070,2.6662028023458e-13
1071,2.6581419301596e-13
1072,2.6539308856099e-13
1073,2.6489353963334e-13
1074,2.6377981852596e-13
1075,2.625931208115e-13
1076,2.6195483023811e-13
1077,2.6091382600184e-13
